Open	High	Low	Close	Adj Close	Volume	change	ma5	ma10	ma20	v_ma5	v_ma10	v_ma20	symbol	company	list_date	v_change
0.14	0.14	0.14	0.14	0.14	0	0.0	0.12	0.11	0.12	500.0	250.0	4815.3	SYDF	Syd Financial Inc.	2018-06-28	-500.0
0.09	0.09	0.09	0.09	0.09	0	0.0	0.09	0.08	0.08	9700.0	32000.0	28461.5	TGC	Taiga Gold Corp. 	2018-04-30	-9700.0
0.06	0.06	0.06	0.06	0.06	30500	-0.04	0.09	0.09	0.09	12670.0	8775.0	17435.0	TAK	Taku Gold Corp.	2015-01-06	17830.0
0.03	0.03	0.03	0.03	0.03	0	0.02	0.01	0.01	0.01	0.0	0.0	0.0	TAI	Talmora Diamond Inc.	2007-05-14	0.0
0.04	0.05	0.04	0.05	0.05	45500	-0.02	0.07	0.07	0.07	9100.0	4550.0	2275.0	TTX	Tantalex Resources Corporation 	2013-10-22	36400.0
0.06	0.06	0.06	0.06	0.06	0	0.0	0.07	0.08	0.08	600.0	3750.0	4880.5	TENO	Terra Nova Resources Inc.	2018-09-27	-600.0
5.86	6.08	5.81	5.86	5.86	36117	0.03	5.84	5.95	6.16	61342.4	80419.8	64208.6	TER	TerrAscend Corp.	2017-05-03	-25225.4
0.45	0.54	0.42	0.51	0.51	1098468	0.46	0.14	0.09	0.07	219693.6	109846.8	54923.4	THC	THC Biomed Intl Ltd.	2015-04-29	878774.4
0.54	0.57	0.54	0.54	0.54	171467	0.52	0.13	0.09	0.08	34293.4	21744.0	11716.0	TNY	The Tinley Beverage Company Inc. 	2016-01-28	137173.6
0.08	0.08	0.08	0.08	0.08	288400	-0.06	0.14	0.14	0.16	60428.0	31548.9	18404.25	IDK	"ThreeD Capital Inc.
"	2016-06-23	227972.0
0.13	0.16	0.13	0.16	0.16	7785	0.03	0.13	0.15	0.14	7257.0	7278.5	15898.2	VENI	Top Strike Resources Corp.	2018-09-24	528.0
0.08	0.1	0.06	0.1	0.1	89042	0.02	0.07	0.06	0.06	39678.4	19839.2	10475.0	TPS	Torino Power Solutions Inc.	2016-04-25	49363.6
0.1	0.1	0.1	0.1	0.1	5634	0.01	0.09	0.09	0.09	86441.0	79776.2	81836.75	TO1	"Tower One Wireless Corp.
"	2016-01-26	-80807.0
0.04	0.04	0.04	0.04	0.04	11500	-0.0	0.04	0.04	0.05	39754.0	86832.0	70380.1	TOOL	"Trackloop Analytics Corp.
"	2018-09-25	-28254.0
0.19	0.2	0.19	0.2	0.2	43800	-0.05	0.24	0.24	0.24	8760.0	4380.0	2190.0	TOKI	Tree of Knowledge International Corp.	2018-07-09	35040.0
0.46	0.48	0.42	0.42	0.42	196080	-0.04	0.46	0.41	0.42	153935.4	132925.0	102780.15	MJ	True Leaf Medicine International Ltd. 	2015-02-09	42144.6
0.2	0.2	0.2	0.2	0.2	0	0.0	0.17	0.14	0.11	3000.0	2400.0	1678.85	UBQ	Ubique Minerals Inc.	2018-09-12	-3000.0
0.1	0.12	0.1	0.11	0.11	180581	-0.01	0.13	0.14	0.29	159708.0	299062.2	149531.1	UBM	"United Battery Metals Corp.
"	2018-08-20	20873.0
0.16	0.16	0.16	0.16	0.16	0	0.0	0.16	0.17	0.17	500.0	750.0	995.0	UPCO	"Upco International Inc.
"	2017-11-03	-500.0
0.01	0.01	0.01	0.01	0.01	0	-0.0	0.01	0.01	0.02	27800.0	38311.0	170084.35	UP	"UpSnap, Inc.
"	2014-07-25	-27800.0
1.67	1.79	1.61	1.76	1.76	335470	0.86	1.07	0.99	1.21	67094.0	33613.6	16928.45	VGW	"Valens Groworks Corp.
"	2016-11-24	268376.0
0.01	0.01	0.01	0.01	0.01	0	0.0	0.01	0.01	0.02	0.0	800.0	1880.2	VCT	"Velocity Data Inc.
"	2014-08-14	0.0
0.11	0.12	0.1	0.12	0.12	30294	-0.14	0.22	0.24	0.25	6058.8	3129.4	1590.3	VRT	"Veritas Pharma Inc.
"	2015-12-29	24235.2
0.2	0.22	0.2	0.22	0.22	56900	0.09	0.14	0.14	0.15	17286.6	12033.9	14312.95	VS	"Versus Systems Inc.
"	2016-07-13	39613.4
0.02	0.02	0.02	0.02	0.02	1000	-0.2	0.2	0.23	0.27	100704.8	125822.1	114978.7	NI	Victory Nickel Inc.	2016-02-22	-99704.8
0.44	0.48	0.44	0.48	0.48	14030	0.05	0.47	0.46	0.48	40724.8	28407.6	38901.25	VST	"Victory Square Technologies Inc. 
"	2017-06-09	-26694.8
0.52	0.52	0.52	0.52	0.52	0	0.0	0.52	0.52	0.52	0.0	0.0	0.0	VIN	"Vinergy Resources Ltd.
"	2011-06-20	0.0
0.24	0.24	0.24	0.24	0.24	0	0.0	0.23	0.21	0.21	1000.0	8078.0	5028.55	VAI	"VirtualArmour International Inc.
"	2015-11-24	-1000.0
0.12	0.12	0.11	0.12	0.12	81450	-1.0	0.81	0.78	1.01	19140.0	18477.5	12038.75	VP	"Vodis Pharmaceuticals Inc.
"	2014-07-29	62310.0
0.12	0.14	0.12	0.14	0.14	499247	-2.5	2.14	2.42	2.45	108961.4	128046.0	210398.2	VGO	Vogogo Inc.	2018-01-19	390285.6
0.1	0.11	0.1	0.1	0.1	1218500	0.02	0.09	0.09	0.1	586720.0	372634.1	441670.5	YOLO	"Weekend Unlimited Inc.
"	2018-10-15	631780.0
0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	WEI	West Isle Energy Inc.	2009-04-20	0.0
0.06	0.06	0.06	0.06	0.06	117000	0.02	0.04	0.04	0.04	25400.0	12700.0	11446.4	RLG	"West Red Lake Gold Mines Inc.
"	2012-06-29	91600.0
1.68	1.68	1.65	1.65	1.65	17697	-2.85	3.33	3.41	3.36	3739.4	2069.7	1194.85	WUC	"Western Uranium & Vanadium Corp.
"	2014-11-24	13957.6
0.68	0.73	0.68	0.71	0.71	93022	0.64	0.2	0.15	0.12	25704.4	13402.2	12036.1	SUN	"Wildflower Brands Inc.
"	2018-05-03	67317.6
0.05	0.05	0.05	0.05	0.05	12000	0.0	0.05	0.05	0.04	2600.0	16100.0	20572.5	WGC	Winston Gold Corp. 	2016-03-29	9400.0
0.03	0.03	0.03	0.03	0.03	0	-0.06	0.08	0.08	0.09	0.0	0.3	72.45	WRW	"Winston Resources Inc.
"	2012-06-25	0.0
0.2	0.2	0.2	0.2	0.2	0	0.0	0.2	0.2	0.2	0.0	0.0	0.0	WSM	World Mahjong Limited 	2015-12-01	0.0
0.17	0.17	0.17	0.17	0.17	15000	0.02	0.16	0.15	0.16	4900.0	47775.0	24725.0	XRX	"XORTX Therapeutics Inc.
"	2018-01-11	10100.0
0.15	0.15	0.15	0.15	0.15	0	0.0	0.15	0.15	0.14	400.0	112458.0	76243.75	ZBR	Zanzibar Gold Inc.	2018-07-20	-400.0
0.07	0.07	0.07	0.07	0.07	0	0.02	0.05	0.05	0.05	0.0	0.0	5.0	ZRI	Zara Resources Inc. 	2012-12-10	0.0
0.04	0.04	0.04	0.04	0.04	0	0.0	0.04	0.04	0.04	0.0	0.0	0.0	ZX	Zenith Exploration Inc.	2018-10-11	0.0
0.36	0.38	0.35	0.38	0.38	42299	0.26	0.17	0.14	0.13	8459.8	4229.9	2114.95	ZTE	Ztest Electronics Inc	2015-09-08	33839.2
